/*********************************************
 * OPL 12.5.1.0 Data
 * Author: Mateusz
 * Creation Date: 05-05-2016 at 22:52:11
[54.9369520439304 30.605847899614 54.0408754033386 36.4132317266275 42.4611077765199 24.2927118694486]
[54.0442514274289 32.9178490190998 52.8372218740723 39.1233982229046 44.8763652613035 26.9289450256155]
[54.2190537328601 32.9239359428516 53.5092012674412 33.2019061515189 45.2760441847001 24.231052539913]
[55.0700685095125 36.702054246365 51.0457353727867 37.3931165565421 46.7723708536277 24.9569665097603]
[56.1300731997183 35.3774487797781 51.8904221255564 33.6158705450764 47.9039009597222 25.4900631900318]
[54.0330843583428 34.9743093208258 50.5264434284031 37.3614475018352 48.9681274612808 38.226192400464]
[53.6681627947468 33.3450267353461 50.427255158437 38.6392078212268 47.6368462684462 30.550153146544]
[55.8034236899057 36.3890421345765 50.3340359701638 36.3211381686195 47.2405519668008 20.0714081834413]
[56.2139730872556 37.5491035799714 51.4925278638421 45.8254172270413 45.3579806912612 25.3444930177355]
[55.3030074423901 32.1160397478476 54.4258554643047 40.8187523872164 40.318795797773 26.440350071214]
[55.7547298341526 34.2198772181791 53.6379371268474 33.665968712884 44.8843171986136 28.058880701196]
[54.5402279209682 38.6812436347662 50.8088567635741 35.9637778761442 46.8167679218595 25.9818478115065]
[55.520046488545 41.1318960908002 49.6990990550055 28.9104132963616 48.4443787821997 31.7795653205287]
[55.3287770940162 39.5919488095105 50.8091671212931 28.3267313487827 45.7608768206651 41.5462270793051]
[53.5068967001667 34.7154703674108 51.3041303637603 33.9732114429233 43.5804506650889 27.3215335094426]
[53.8082265848478 36.2550093509024 52.0115730492089 37.6994912567592 42.306632789789 32.8796087350677]
[55.3213359324608 36.8388250915727 51.0410487041939 36.6476604205334 45.3327492161352 29.0840207176641]
[53.8029724443834 36.7761041118462 49.3969371379499 34.4557712404748 46.9072789133373 29.8464499764772]
[55.0558889896702 36.4654374606748 49.7796328935442 37.8968821812963 45.9735196117235 33.2698241239172]
[55.5578238097437 38.3497955187313 50.0041306959979 36.6920297021679 44.3363542399972 29.7697038618088]
[56.7154923460366 42.8400099483854 49.8346242028684 40.2977098196046 40.5428908555258 27.2161239352963]
[56.1504014501934 42.0405346108919 50.6892798339123 44.8664097088588 39.4724693671148 26.8182809807215]
[57.470356118709 46.3530523379372 49.1388686560712 41.2375908093274 42.7285496346308 26.1655563391682]
[57.8065589337323 45.2341716746343 49.9039304095007 36.4558398859926 40.8582935570426 28.0845783038217]
[56.2481334257569 45.6423094120585 49.357009727263 34.3958850150792 41.3039200205649 28.9806335276194]
[53.8580405184266 45.5069877995586 49.5854675154036 29.8869525943079 41.0123202892975 40.5502146798132]
[54.267331761842 43.3487739925226 48.8442789282917 32.8901809703474 39.7199664451359 35.24236682047]
[55.3406908412369 43.0859898972838 49.1615106524641 37.0604421884177 43.4466944271504 26.4517636251012]
[56.3521498178455 41.2040418161701 51.3097035783381 32.7932846634984 42.529363122141 31.5558007464957]
[54.3521221055144 38.9805702046878 51.2308934257011 35.2476315585815 45.9871578768762 23.5489754713941]
[55.9844020193431 39.4484060775726 49.8549192736504 35.8976711749338 47.7087245477279 20.8609181496755]
[55.4577425462059 37.6796080692652 50.8331630611371 41.5220864470186 46.130082176484 20.525044909058]
[56.6762233466323 42.2783515678553 49.2960444531376 40.0105847415467 45.512295531683 21.1175773901658]
[56.9945280514499 41.2450064956497 48.6651616905477 43.6188211134995 45.6083583684563 21.5017395812813]
[56.7989555768743 43.3430836029174 48.2876359981551 41.8646774970112 45.1440620359156 27.0325507638631]
[56.982951523846 40.330022469215 48.7625271147783 43.4029316602938 45.0639037883072 28.4096219766755]
[56.1128369715071 39.160195281854 49.5634507432932 36.7326638768048 45.2466968939583 32.1032574234118]
[55.7696663600429 40.1811294012696 49.9498979434496 31.4846636859498 45.7133266859932 33.7286019550971]
[54.9453484905778 39.9534764536851 50.2753658307815 30.7083460127886 43.8766649420446 32.5007684144156]
[55.2199312092499 40.0874578363954 50.2522091065604 34.981752192633 44.0690915303335 27.164722208411]
[55.8982707881904 41.41035907526 49.8219583752137 48.0536976601568 42.2049381934122 21.9395621431983]
[57.4580620231278 41.4594840272413 50.336956385048 38.7388040516929 47.1334969180357 23.4474807303614]
[56.8853987227581 43.0683560348688 48.7460171535095 39.8168818083246 48.9826584782666 26.6213954838219]
[55.6890466851882 39.3573321565704 48.3175084212041 36.9601570529715 50.7014706740114 28.625119754903]
[54.5016827544294 36.7807379795973 49.5216447969928 34.0392235074363 47.9412184069276 31.8732036115946]
[53.3471728659976 37.8719140776301 50.2505292382296 36.7177659844907 46.7347486350165 23.7108271183187]
[54.649573379512 38.5165364717466 52.1773878438922 34.9639493016691 43.4910649136513 31.5940692805106]
[55.806758080521 38.2512473521488 50.8064472771321 37.084857532182 42.5008680698417 28.3433821684314]
[55.126443846747 39.8837610918135 51.670449184206 36.6563656106798 41.273163777734 32.0252285653702]
[54.6269977711117 38.3985959344781 51.873826097254 33.1168013900074 42.0359032082534 36.6406158479683]
[55.0488707285554 38.2479421012899 52.0701670256902 34.9177778918523 41.5692042725415 32.4974142980775]
[55.9347045902808 41.9957120991383 50.0047244391866 33.6863816116674 42.846590566332 35.3826329679308]
[54.7382270748079 40.2671611684547 49.3826815844929 34.6878280352493 48.2285085015812 36.2734447795785]
[55.001708430168 38.3387820871831 49.6515156670482 38.4138087342947 44.722676362468 34.6087134474372]
[53.328449901716 38.0702062609986 49.4938795429897 37.4248317803906 41.7805508552744 34.3423883116885]
[55.0657217853146 37.0733205999801 52.6651396992067 35.9954968618058 41.3302375370962 29.8225344569694]
[54.4564969190889 39.6513844301267 49.4862392372887 37.9894566789899 47.5624195316654 28.2506988404995]
[54.1154585494226 39.405629562958 49.2948170490931 33.4715761263495 44.2608033330502 35.219820526592]
[54.205160997811 41.7889211123968 50.5216890467221 36.0989932020611 41.0737360760894 36.5839373979623]
[54.253515303179 38.9344177684951 50.7863344570167 36.0942451566173 44.831867442106 32.0518084419975]
[54.778718138353 37.888252040754 49.8399037802665 33.2889342540215 45.8015690855515 34.8867371672999]
[54.6898864457618 38.2931188407836 49.7282356179835 35.0702742091065 46.5676001870321 31.3385853084108]
[54.4307933110988 35.6341955281298 49.715397907775 39.2978102784583 44.5199976661443 30.19345390827]
[55.6297492849546 43.9756880145281 48.6725131044929 33.6580950027947 44.9213742337075 31.7833901073332]
[55.1504209263245 43.8931534303825 47.9737983810107 36.3750404216524 46.2125807837853 29.4662536717784]
[54.2525377793346 43.3309035831672 48.1935282487303 33.3494866253802 45.3677100992449 34.8042205183471]
[55.6173735809725 42.433631170746 49.8944660241909 33.0713337540845 41.9213722300042 34.9270109942702]
[54.1475992675095 43.4305317124897 49.2310534703091 33.2282267362534 43.9856675217935 30.7899832348626]
[53.9759546507219 40.2838161442475 50.6877416353157 29.9730650371594 46.1366491998625 33.0286375967466]
[54.9202451336389 37.2574271679945 49.6233909651872 40.4571384454314 44.7315740327923 27.2137819697461]
[56.8185521158835 37.6330824316905 48.7674612283059 43.8130873076417 45.7829445826974 32.9443398220995]
[54.9438470150354 42.7967451685321 48.1534214897316 36.7036300693917 45.9704498396053 33.9821281023654]
[54.9475707868107 42.0760623459184 47.8973856749163 38.8409762821769 44.242575927035 29.7007198311131]
[56.7519712736116 42.9593553117005 48.3006100533395 40.5643071829454 45.5271310477028 22.9195214539601]
[57.0821566866037 45.2187373336494 47.3246172045488 39.7454834109016 48.2697293405858 21.134522836493]
[55.9009619993298 44.1266173652058 48.8024558451234 33.9989137072569 45.0851806066173 27.6233636094057]
[56.4471133625489 41.0242344926861 48.3353287237566 44.722171440123 43.4630533771065 26.2076906675567]
[55.2303075784736 41.6909323870786 48.933481211406 42.684146436719 44.8769072024238 26.5027781737653]
[55.0971710459414 42.4826003395711 50.0940761585574 35.8745548077078 40.8101923512121 31.2091902273415]
[56.0668307121301 41.5176172677684 50.1066399154741 30.8150322661302 44.639275455823 25.2919539231845]
[54.7148164760605 38.8044906938242 50.9448850674356 37.4823771879851 47.140029753082 24.2718074849769]
[54.0638106052614 36.3096643604578 50.5999650819685 36.5497743147881 51.6899906126981 24.4128562395587]
[53.8991914099813 37.5371140300644 47.9003906333106 42.7651374220751 50.878230556265 21.2921856763817]
[54.0517043742692 36.5640942516335 50.7140745778027 39.3809995245878 46.468027035401 30.2302479871243]
[55.5228330316897 36.2611370611025 49.9722881119712 36.8016157259175 46.1027655475378 25.7231802600677]
[54.3351568179714 37.7728925599082 50.4892944992822 40.8602075546375 46.2500396630174 24.5321802526461]
[54.7008621477319 37.7566333303868 51.2804156951841 31.5650805093634 45.3186017622271 31.9697566942555]
[55.2853006201594 34.9568122311071 52.1581383401765 31.4899003143629 44.2744994328901 32.6161798791298]
[54.3823907255082 40.4581364759837 49.4253980201393 35.0547381907098 45.3262130869492 36.2789057274979]
[54.2180567388884 39.1051460581119 50.6039006108454 26.9933074611991 43.1337492646233 26.1020185913337]
[54.1178616819884 40.6905459047584 50.2069345553643 35.5636680583937 46.7293858217891 30.0036446904992]
[55.1632119178262 39.5702009798875 50.4286544660834 27.7098125994832 45.7140422118014 27.7092116418377]
[54.7296336559982 39.7452891211365 49.8547463272483 39.9237478528414 45.7899473451914 26.6235231957313]
[55.260619689161 38.9454335077478 50.0468090627692 34.6787766790695 46.5823750902001 26.1130872617096]
[55.7649248224885 38.6950924246974 49.3445842604501 43.3385766742044 45.1563911780541 33.1639452587735]
[54.8925794138666 39.4477784189342 48.9572256807087 38.6164564416978 46.908459976103 30.9839589290915]
[56.2759581382359 40.4629101215738 48.5035251383676 40.8732531265242 44.9749098060547 28.9771646941927]
[56.5221805337255 45.145275470695 46.3443076959888 35.7349701109897 47.958483817746 30.0047737800313]
[55.4871266580172 46.3207198501233 46.8043642090752 29.5158884917355 48.0369217082319 32.0508090380138]
[55.0395421935871 42.0792992681575 47.5034964946285 36.2680896920852 46.6624114850225 29.0269463244199]
[55.9004126058212 43.083345493652 47.8715914116428 41.1524908614809 45.5421784012282 29.3938074098617]
[55.371086248642 43.0472468146499 47.6126048512034 34.1493585839284 47.5694781357642 32.8583097486623]
[55.2135888914996 42.0830690091376 48.3731374487709 38.4842861743212 43.8885757087252 28.5521773371755]
[56.6734115922381 45.4538174967619 49.1352539884214 31.0093114498784 44.5113441572097 32.0616306697236]
[54.9833897348503 40.655863845533 50.260664456756 29.6831784738383 45.5041918140481 26.6010571025793]
[54.0311291708543 42.4752732021452 49.2102526512505 36.3008532652 42.9988420760269 31.7538704142551]
[55.6294884238067 42.855274268307 50.1315649934191 33.5539549178725 43.0881596850679 33.1782303170774]
[55.8438855882509 43.1036645019242 48.9440466889934 36.2301484148708 45.6842774618161 29.9046652607271]
[55.1844230051423 43.2168019291361 47.3457287406612 33.8348295996028 48.6984458462957 33.5619874511954]
[55.2050941237817 40.7405899591316 48.0848845621032 31.0566452337211 44.3144198265136 31.1397888169888]
[55.0772747901795 45.6614153446398 47.7580812311232 32.4345120961257 45.4232503596091 34.8651623442416]
[55.4565523797283 43.3725874762459 49.3044514756504 30.4987889658832 43.980865298402 38.7451893148535]
[54.0658960904219 42.3230243419224 48.5447019389003 27.6038880644997 45.430540386136 35.9595110090147]
[53.996748822572 40.4377235455425 49.3147994380247 28.2668450357013 43.6162074545573 42.7633045462735]
[54.1453162966938 42.5053445073457 48.7042260230281 25.6774434417494 47.0172519660823 30.918021008238]
[53.7852477458581 40.6793660637338 50.4823019821426 25.714775819284 45.7653692630612 35.0667495715644]
[55.576993881192 42.0358616354607 49.8793042728938 33.3848014208744 46.0405851632598 30.8020256400256]
[54.6434213041493 38.2395254581127 49.4391720527719 39.4963635488524 46.9079434234568 26.2968325512354]
[54.0605958702218 38.2568982423655 50.4785911146729 32.7996025332762 48.4802490367497 32.0689401022544]
[52.782806318205 33.6515965019354 51.1034828963949 32.0543281001277 49.4706184147872 26.0415700178935]
[52.366858689845 32.2653521043524 50.5862881598069 33.542743651332 46.9014650224674 28.3632590858621]
[55.0050724978826 36.9453392036475 51.2726057612915 33.8680528910997 43.1276315475731 32.6313033784871]
[54.4576583479537 34.0582438814622 53.0128103060405 34.1306594426134 44.9343858767497 24.0986498060494]
[54.654301222491 36.0478873948004 52.9485001952 37.3389747719982 43.107677036849 22.8424473380242]
[55.2809397440084 38.3204215456344 51.9345221336616 37.2269693732613 47.5471361684087 21.5622204764727]
[53.0462958910642 34.5136988248148 51.023546819982 31.3600395094179 50.0427684371689 26.1893832972454]
[54.6498586359138 38.0324979684598 50.5087317763625 32.7777434122037 48.6617889129925 27.7254295783199]
[54.6378660621066 37.541408011768 51.0196113481238 40.142915717375 42.579542894449 26.2193722610752]
[54.9668116838499 38.2194801202433 50.4213292464861 36.2095525857965 45.6920257926059 21.715642467632]
[55.8883011330776 39.5646242612027 50.8696650532932 39.9946626620304 45.8490242100562 24.1740767491859]
[55.665944015294 41.2920638712989 50.1682022119376 47.8748926113924 42.0354870447272 22.236487198258]
[56.3381088695964 39.6231073764357 51.3707899878726 38.4151340070848 42.9044473215206 27.3093065018789]
[55.286980863752 38.7721911647933 50.5510451174275 33.0790515534489 47.6168878875438 27.1622966039339]
[53.7661516435113 36.2751939747041 50.0543331130127 37.1461803891647 48.7184810443994 29.4868240744675]
[53.8081234449943 34.3650471529097 50.7985089903672 31.991853018547 44.5043165719757 41.4272670869976]
[53.3235407155533 37.3097452254482 49.8990714221406 24.7426833341786 49.4814353500556 29.3093570836304]
[53.4849928517187 40.9368462382635 51.0725817115629 32.8603017781526 41.2485697735891 27.7121211530894]
[54.2200862241582 38.7023813294683 49.6224886498033 42.1330817867583 49.466334105327 24.5648544860356]
[54.627567843225 37.9177977326119 48.5065476593015 40.270440678439 49.9853595634696 25.7471910881168]
[54.5678922551877 39.5643195180545 48.9786343197189 37.3226137511226 46.4453197008632 36.3160230016835]
[53.6776617135094 41.5106083963393 48.1079813982308 29.4484937207361 47.780128330845 35.4597267988217]
[53.4097092714654 40.9744182900952 48.4584894426612 31.5697482088059 45.2561950647513 38.0602894938159]
[54.6790732005076 44.4730490442776 47.6350848505044 30.979052077815 44.127523372319 44.1839470413103]
[54.1852481655198 43.4851839294512 48.9903094941286 20.4718329568914 40.9620162254318 39.765322216959]
[53.4553069294871 46.5981207100659 49.2056586358135 20.9348765827652 43.10877314125 37.7219306312411]
[54.3299439364213 43.282975722122 50.2133999085064 21.2453809751085 40.8923560180183 33.0926865268425]
[54.382828903662 42.477310512933 51.948679324682 33.4453823931653 39.9550440493654 33.7117420699905]
[56.9695551732585 38.448279031085 51.4014031149482 37.375299406461 43.8040715346065 32.3768841118181]
[56.1159353713207 35.9905667805867 52.475513414198 34.2636841467823 39.2225155983991 37.1083450146832]
[54.2939297645329 36.159540423945 52.9306563300786 33.2665699946031 40.5167713523533 30.6068485536876]
[55.2072800688697 37.0245644187874 51.6338205258525 39.7015005787958 43.2871295404861 27.8315409276777]
[55.4874033894354 36.8993765261847 53.1436839889714 39.3988914793372 41.3935345946135 22.0341254593295]
[54.7435251785569 37.4228325377007 53.4489008818584 39.2131088633645 39.7177812694483 23.1273509499127]
[57.0399535868516 38.8588481610336 53.7381305219569 33.9919617208915 40.1979831650915 26.9464089244609]
[55.6477731396207 34.4803156473683 55.3589107196703 35.5849371419488 41.2352046723528 22.7618063947802]
[57.442847907478 32.2505446895948 54.7826177116951 41.1876836402136 41.6815356070501 21.3946538734463]
[53.9822214705913 32.8490360816411 54.6603771719277 39.2836534340835 47.0930271821182 21.9663167082134]
[56.0610122650533 29.6373683545068 53.675993774811 40.2949146443291 46.2771822364865 21.2711968724833]
[54.3528475025821 29.1491414132061 53.8800686603505 40.6713488808726 46.721035160435 25.2961830380713]
[53.8547697953907 29.6014000529394 54.2449398868729 34.7878052503574 43.6547685164263 32.6180061652099]
[54.3900700562609 30.6067837300836 54.2599677755743 34.4532181776902 46.2739074060515 20.4160516119618]
[55.034481941519 29.8355675031849 56.1153684602801 41.9792062543595 39.5396466368174 21.1295648696952]
[54.8931003289009 28.346480945274 56.242456388807 42.7043082287001 45.5386617742658 20.6569329227757]
[54.2188457350862 30.9479673155811 54.1855112450778 35.5215815126646 46.8439187934744 24.0048083385782]
[53.1283986167446 30.2491834707178 53.8816472759163 36.9730661964861 46.267345008259 24.6520132598441]
[54.7108782142174 32.2307154677407 53.340361310082 33.8942555501782 45.3161116471846 22.4151638351771]
[54.732021824126 32.5651317776353 53.0201324286689 39.4761729034992 47.5236849930912 24.6198132545325]
[54.2529027490974 32.8112453839996 52.182282217275 37.2477936045723 46.4891734637305 22.5072618005614]
[54.0636540542147 35.3012847847895 51.1071383048455 37.7597014644493 49.6788771143642 25.9636131457533]
[53.7345043764019 34.3251205099574 50.7267793058198 31.9311562224434 49.4326715811955 24.9901662529796]
[53.7265985497207 34.8094578737893 51.6944916379803 42.6585276708667 43.5777125148824 33.4562522185786]
[55.6981100811876 37.6521305938833 49.6378137868965 33.0640596509625 41.3920290258212 36.0690301502481]
[54.918514224155 44.648346539726 49.2691122232752 33.0758176358987 42.1581519662519 34.3736337906813]
[54.0265772502606 42.5775512135077 50.0465121797322 34.0445339155687 43.7407305643587 30.1235598658087]
[54.7711858602764 41.4966526648742 50.1575869877383 35.8551178259586 44.1986900441972 30.468249769442]
[56.645629682399 38.8164872748438 49.5693357624709 40.983639846336 42.0020152777173 31.6651071196227]
[57.8441593578877 42.2903903966397 49.150807218165 45.0598688803273 41.5550198699318 24.7459392002448]
[57.6726926595185 42.6659402453152 50.1598177630817 42.6802271804391 45.4211858516506 20.6941609611671]
[54.1252640829478 36.9930410846898 50.4201950301371 44.1533536971356 48.7078457962869 28.7554617160606]
[55.413331761714 31.5883923445362 51.6244126313331 42.5516990825961 41.9215330915315 28.9156876865561]
[54.9042677160195 39.4440985946107 51.6748982584446 34.9786718780605 42.0494310940262 27.4505179243176]
[57.3935346633267 37.9943224055562 52.8866301253092 38.9747310226173 40.229694104524 23.1629255077772]
[54.0905296070163 32.9455128618376 53.5865916651363 38.9951397232719 43.6365013399721 22.730094762252]
[54.6127794106241 32.8566059607753 53.9689806840593 41.3159876622383 43.8456365546166 28.1644256311259]
[56.2404074774056 34.4791374733281 52.9688941917803 32.7236498704266 42.1054407829288 31.2898304020712]
[54.2971857200273 33.7328782807983 52.4742192648646 33.6968953747528 46.6776528952878 22.4410767787927]
[53.0214573277286 33.6487240002735 51.4337302332954 39.4225411330833 47.2405529367729 28.1722122036092]
[54.2646405862636 34.8635872351815 50.9264688745117 38.0592574642094 48.0687313017327 23.128534760001]
[55.4811167540819 39.2844777755186 49.7058656291985 44.852841582046 43.8815061740257 23.9563229673484]
[55.7339978125032 41.6724316878089 48.8641391293804 40.1269658009335 45.8894426226824 25.5868695562858]
[55.464322331968 44.0839092801031 47.7883555892676 33.7029761016072 49.5773176217901 27.081523462575]
[54.5778869032227 42.7535908172205 46.9307446583881 36.7419597959673 46.8646830082766 36.3845156098215]
[54.2623111016334 45.776476674061 46.226943443409 29.0435185908973 45.1400744448406 38.068146746662]
[54.9967366674121 46.697953158733 47.1201878343708 32.5089579863968 45.8250668282939 31.5060247421659]
[54.4383922454646 41.4716778305064 49.8122052320877 33.9155665145963 42.3081783481216 36.1548188644769]
[54.943301287743 44.6827444286353 48.1057713435453 34.0032290706899 44.3769408702664 28.3184173501844]
[55.8513569869903 44.3491728353194 48.9259329043212 35.0042580550819 43.8689768368781 29.0160792705189]
[54.1986450456299 38.5257308309002 51.1603597780514 34.1222136149626 42.2841159571287 35.1695235926696]
[53.7770751245731 39.3961189343324 49.9085244770728 31.7155268551022 49.5648473410016 34.0894534829972]
[55.2319977228139 37.6883149537993 49.8074324316137 33.842248260748 44.6045375481614 34.050127014061]
[53.053684429059 40.4012355014468 48.8903147337447 29.63981606554 47.0193444263233 41.1430684434978]
[53.7931654379025 39.3707008630518 48.6515925908776 27.766134417264 44.9205945433924 33.067105254235]
[53.6534725839155 43.8220262965736 49.1767498608907 30.8256420680809 41.9013332542303 35.2240824810184]
[54.3921016676733 43.6182354075042 49.9405201206094 35.151063079416 43.7167691055984 30.9879250278931]
[54.6252040309231 42.7988351470168 48.7992527339132 33.0937584438884 43.7125237590165 32.6557129274251]
[55.022435365501 42.4653878012926 49.7858665841689 31.3193301856246 41.6373782502933 31.6720856993851]
[55.2093282422566 41.2298456215475 51.9488817254323 24.6192292014478 41.790041068598 32.8660831336629]
[54.1083674574091 39.091873962361 52.4827514199999 28.8372461577586 43.6950452190716 27.5179869785395]
[54.2345339405165 36.3906342310541 52.8619141975377 30.2984633395159 41.2869446577672 36.9137173861923]
[53.8181790868385 36.0794816733142 52.0893592770481 33.7539996230439 42.8247043470433 36.1550961351292]
[54.3449978992287 35.7828257558275 52.0728125798964 30.2106860754448 45.3506807702684 36.2921976408134]
[53.8295953672763 34.5472758463707 50.1016567939587 34.6260995175882 46.4315994155021 35.8412497257507]
[55.0284722371429 37.7730359578207 49.5284727857766 37.2598530485094 45.775248196009 26.2063674489143]
[54.8157117290399 40.5875955575119 50.9277944440194 34.337097302497 46.5682636846997 26.5089055237255]
[55.2775889620361 37.4084117866795 52.4373967988213 39.5757487245907 42.3193973160493 26.8412488540544]
[55.2306350381504 36.1742196797346 52.2082728459153 36.467161570805 44.0002423116386 23.9144681461263]
[54.9945052139751 35.795412508447 53.7901195905029 32.7176391917568 42.4758274257272 26.67874891474]
[55.2807376187889 37.6470893418162 52.3495263602808 41.4089213315715 40.580881244399 30.2497747789497]
[55.6779614170991 37.183599128848 51.7775823385231 41.8213359923804 41.1061694601119 24.0786291166831]
[54.9151710976876 39.5162147810207 52.4541603256079 36.9454723813485 41.1314259198753 30.1452785995608]
[55.921075385559 39.31186842876 51.6385231857244 36.0955934483253 40.0293616169166 31.948198714407]
[55.5038670683997 38.1026031599097 50.8073566133834 36.8234652283599 44.1661833964955 28.8049749425085]
[54.6815536356186 37.0421498829148 51.1303929010188 39.768027274468 44.9816224202875 35.9205177234892]
[52.9773007109579 34.3722968814136 51.5851948983884 34.1606506156357 46.3495438612118 28.4094053379007]
[53.6740639324525 35.3956781702864 50.505468841998 36.0528800595031 46.3273633969891 27.6646939277818]
[53.6923405604213 35.6115325331811 49.5627764075766 34.8855971890235 46.6510112330058 28.7029195438141]
[52.987186526119 39.5069347570132 48.7387977909506 32.4778927082249 50.5599422645255 30.5639077698974]
[52.7791233174029 38.6733643749318 49.2739033042744 35.6954328291276 47.245999058198 31.0688750066466]
[54.4838896746619 39.420873069997 48.0375316169735 36.369799695969 50.998756771258 25.5757334329709]
[56.7754715957893 39.2294278238572 48.8118770707055 40.495510276678 45.4551879701361 26.3858630129908]
[53.9001258913781 38.6613190978722 51.1832079798661 28.19213553511 47.0690766281646 26.8270189381751]
[54.9305852978214 40.2569441698869 49.5355085209986 32.7767237434801 45.5359022594029 32.9805916585686]
[54.5334490619663 38.7380441910914 50.9669054615711 30.6995425228842 45.0543986091682 33.1104850245581]
[54.1719429139103 41.8803298361914 49.8449000476165 34.6750379264926 44.3278002425017 34.3414598070381]
[56.3195577605674 43.6666825700744 48.1344296453362 36.2171811301871 44.373325391697 35.8159508279189]
[54.661420934185 40.463660521248 49.1043554652157 32.596322221317 43.184930153881 33.7219826810929]
[53.7403994929667 39.4380066427191 49.338175704061 38.1470518123091 46.9754387210536 20.4075185021308]
[54.923432705852 41.5803005764326 49.4553475417455 33.8265928296459 45.1984194556491 31.4893523321571]
[55.6429599714625 40.1989762010588 51.1443029192507 32.7808164401066 41.3986715696663 33.8121152905979]
[55.6314694381439 39.4604940982858 51.1806056375994 33.7370584093794 44.4995167069775 35.4512653985397]
[55.1443967008365 40.9791454533965 49.101910913188 30.4927129053736 45.3144807602871 34.6631870768726]
[53.6843251733824 38.7219366418189 49.3950968998037 34.6962897825627 45.9553598417466 28.9221370584277]
[54.5035848277087 37.6595808932552 51.4151024340976 35.9462341682344 45.2468738359155 29.9968086264717]
[54.3785740133276 38.5403357590525 49.7900814701301 40.4813945383978 45.4165405083173 27.9606243030588]
[54.8759853198121 41.7953096759747 48.6170074368351 38.0178099095462 45.8807395917362 25.9930067289538]
[55.0252048625803 41.2509800441366 49.1197290560392 39.450593315479 45.9753353091238 31.2496056433497]
[55.0719409375332 41.4297790315856 48.8778795781026 27.8375229608977 46.9043698652088 41.3448439955312]
[53.4339638391441 40.666667527269 48.2630405500747 29.7513730942881 47.0846106020097 34.1914306660816]
[53.6774725532915 41.9162949619337 49.1001254964446 27.0838653793555 47.81900176096 37.9318039763924]
[54.0351370428352 39.4002888509811 49.3490757006152 29.305904580168 46.803457449079 32.4550181250187]
[55.5137982931548 37.4456039798697 50.9275710228757 29.2997734072539 45.7366604396942 30.0818620337759]
[55.9834964449725 40.6690748555314 51.317861378348 34.1153416033404 42.9619526438791 25.4848358367074]
[56.0329344124678 39.1646218822333 50.8289263339863 43.5913571212993 41.3928315402948 28.3829384127555]
[56.913173944814 43.0847348748783 50.7832457036735 37.5807224533897 45.58887019976 23.6428333626718]
[55.3612611634219 38.615183761531 50.5741545232411 37.4167112051154 44.7971992158504 27.213641950892]
[56.1150872160535 37.0480134801668 51.5594482131771 42.5882286038281 44.8501903273032 21.2320271734368]
[55.9165710248692 33.1918488183801 53.8680391284377 35.7773730581078 46.2387749612824 24.0621847994948]
[54.4279267393224 31.749663964033 52.1183781810078 44.9249866128182 46.4235836423705 20.05552733104]
[55.7738289346575 31.5280467945191 54.5172919857654 41.3212660717383 41.445093240376 27.9994702951582]
[55.2057726554899 31.3102719916808 54.0214438024016 38.7623687630421 43.1469220709698 21.6659555981642]
[55.497469293413 36.652775215007 54.6799648153124 37.6008576740022 43.032280723941 26.4551316305582]
[56.3048220570106 30.6221973673204 53.2597817799498 41.9654467029606 44.5193083630885 29.1924153753417]
[55.1576699814898 31.6851478514125 53.158416487195 40.1032471108694 45.7270545166187 23.6542999221299]
[54.0651792165604 30.5417919040325 55.3345042389481 33.9882599205911 43.7438905391346 24.873472096892]
[54.0032259313949 31.0330627636335 54.3280322005826 37.4199848250417 47.8730722675846 24.4236558622944]
[54.8504372549708 31.644116885607 53.2304858896103 40.1400922575578 47.9619255899567 20.7093305572982]
[54.3656590175105 33.7455271127472 50.2065991269273 39.422678103983 51.4943857861873 29.1460704594873]
[53.9028194588438 32.1310612909395 50.7913725671181 36.1253658591634 48.3092599946329 21.4594235841107]
[54.5021383156774 37.3164860541572 51.2657470133638 39.5926349108108 48.1473855468615 25.6281676572121]
[54.8134181438997 38.5412695369465 49.2430891155869 36.5985585820495 46.9019764369868 22.1833820563854]
[54.9701136661961 38.8636616612315 49.861695939529 39.6461232914621 47.9794574070814 21.6460326873351]
[54.5962371945771 37.4261700128038 50.5778560738849 38.6323431283894 45.2956694799702 27.4411208806858]
[55.1309005187662 40.9129197944157 49.5648403639409 34.6399761658323 47.1046786958351 33.4609031452179]
[54.3327815841952 40.3139154952205 48.7791549266981 34.5962681770237 45.142795591719 32.3173145876202]
[53.8685657604432 42.914786468362 46.3349951460291 32.2826012942812 48.3742279871952 39.8837151061996]
[53.3680287716697 44.1281687630812 45.7403603546857 31.4773198540232 45.2917144372737 35.1093595244764]
[53.7341272413182 47.4293835071078 47.2057718186838 23.9183106895296 46.637225179128 39.1397288495956]
[53.469123421374 47.9897524670957 46.4198338710654 25.3149661100653 47.5253815672103 39.9283010613955]
[55.1827873166164 46.9153868511646 45.9221360273821 32.815594096204 46.770419053114 32.6022103349686]
[54.6173414101355 46.2002717578384 46.3749540867841 32.3055135152011 49.7332975368336 31.4820189815734]
[52.9236099382197 45.1962576064926 46.0905758483386 25.1276149642209 51.1293196917226 42.6376101782257]
[53.3991095482478 43.6233732974188 45.8915212730755 30.5712674639327 45.4587144634609 47.2100707504956]
